;name;layer_key;kernel_index;layer_index;n_bits_flipped;bit_disrupted;q_aware_test_accuracy;q_aware_test_acc_degradation;q_aware_test_loss
;model-original;;;;;;(0.9114999771118164, 0.9117);;(0.2890910804271698, 0.3396423)
86;5_20230518 16:33:13;quant_conv2d;1;2;12;7;0.8925999999046326;-0.018999993801116943;0.36650827527046204
87;5_20230518 16:33:18;quant_conv2d;1;2;13;31;0.8844000101089478;-0.027199983596801758;0.38053616881370544
88;5_20230518 16:33:24;quant_conv2d;1;2;14;15;0.8863000273704529;-0.02529996633529663;0.3857422471046448
89;5_20230518 16:33:29;quant_conv2d;1;2;15;31;0.8823000192642212;-0.02929997444152832;0.3956186771392822
90;6_20230518 16:33:32;quant_conv2d;1;2;1;31;0.9090999960899353;-0.002499997615814209;0.2951783835887909
91;6_20230518 16:33:35;quant_conv2d;1;2;2;31;0.90829998254776;-0.003300011157989502;0.29870909452438354
92;6_20230518 16:33:38;quant_conv2d;1;2;3;7;0.9036999940872192;-0.007899999618530273;0.31014806032180786
93;6_20230518 16:33:42;quant_conv2d;1;2;4;31;0.9053999781608582;-0.006200015544891357;0.3146260678768158
94;6_20230518 16:33:45;quant_conv2d;1;2;5;7;0.9002000093460083;-0.011399984359741211;0.32759544253349304
95;6_20230518 16:33:49;quant_conv2d;1;2;6;15;0.9003000259399414;-0.011299967765808105;0.3324348032474518
96;6_20230518 16:33:53;quant_conv2d;1;2;7;23;0.8991000056266785;-0.012499988079071045;0.3351230323314667
97;6_20230518 16:33:57;quant_conv2d;1;2;8;23;0.8967999815940857;-0.014800012111663818;0.34452205896377563
98;6_20230518 16:34:02;quant_conv2d;1;2;9;23;0.8927000164985657;-0.018899977207183838;0.36248505115509033
99;6_20230518 16:34:07;quant_conv2d;1;2;10;15;0.8921999931335449;-0.01940000057220459;0.36111584305763245
100;6_20230518 16:34:11;quant_conv2d;1;2;11;7;0.8891000151634216;-0.02249997854232788;0.3672579526901245
101;6_20230518 16:34:16;quant_conv2d;1;2;12;23;0.8881000280380249;-0.02349996566772461;0.37870174646377563
102;6_20230518 16:34:22;quant_conv2d;1;2;13;15;0.8826000094413757;-0.02899998426437378;0.3897565007209778
103;6_20230518 16:34:27;quant_conv2d;1;2;14;15;0.8826000094413757;-0.02899998426437378;0.38237446546554565
104;6_20230518 16:34:33;quant_conv2d;1;2;15;31;0.8833000063896179;-0.028299987316131592;0.4055860936641693
105;7_20230518 16:34:35;quant_conv2d;1;2;1;31;0.9101999998092651;-0.001399993896484375;0.29597213864326477
106;7_20230518 16:34:39;quant_conv2d;1;2;2;23;0.9082000255584717;-0.003399968147277832;0.3022899031639099
107;7_20230518 16:34:42;quant_conv2d;1;2;3;7;0.90829998254776;-0.003300011157989502;0.3088954985141754
108;7_20230518 16:34:46;quant_conv2d;1;2;4;23;0.9034000039100647;-0.008199989795684814;0.3197591304779053
